gene_name	length	exons
MIR487B	85	1
MIR488	84	1
MIR489	85	1
MIR490	129	1
MIR491	85	1
MIR492	117	1
MIR493	90	1
MIR494	82	1
MIR495	83	1
MIR496	103	1
MIR497	113	1
MIR497HG	797	3
MIR498	125	1
MIR4999	92	1
MIR499A	123	1
MIR499B	74	1
MIR5000	104	1
MIR5001	101	1
MIR5002	98	1
MIR5003	28	1
MIR5004	108	1
MIR5006	111	1
MIR5007	96	1
MIR5008	95	1
MIR5009	71	5
MIR500A	85	1
MIR500B	80	1
MIR501	85	1
MIR5010	121	1
MIR5011	104	1
MIR502	87	1
MIR503	72	1
MIR503HG	789	3
MIR504	84	1
MIR5047	101	1
MIR505	85	1
MIR506	125	1
MIR507	95	1
MIR508	116	1
MIR5087	77	1
MIR5088	80	1
MIR5089	85	1
MIR509-1	187	2
MIR509-2	92	1
MIR509-3	153	2
MIR5090	86	1
MIR5091	94	1
MIR5092	89	1
MIR5093	101	1
MIR5094	86	1
MIR5095	179	6
MIR5096	211	5
MIR510	75	1
MIR5100	120	1
MIR511	88	1
MIR512-1	85	1
MIR512-2	99	1
MIR513A1	130	1
MIR513A2	128	1
MIR513B	85	1
MIR513C	85	1
MIR514A1	99	1
MIR514A2	89	1
MIR514A3	89	1
MIR514B	81	1
MIR515-1	84	1
MIR515-2	84	1
MIR516A1	91	1
MIR516A2	91	1
MIR516B1	91	1
MIR516B2	86	1
MIR517A	88	1
MIR517B	68	1
MIR517C	96	1
MIR5186	121	1
MIR5187	77	1
MIR5188	114	1
MIR5189	115	1
MIR518A1	86	1
MIR518A2	88	1
MIR518B	84	1
MIR518C	102	1
MIR518D	88	1
MIR518E	89	1
MIR518F	88	1
MIR5190	81	1
MIR5191	121	1
MIR5192	93	1
MIR5193	110	1
MIR5194	121	1
MIR5195	116	1
MIR5196	116	1
MIR5197	113	1
MIR519A1	86	1
MIR519A2	88	1
MIR519B	82	1
MIR519C	88	1
MIR519D	89	1
MIR519E	85	1
MIR520A	86	1
MIR520B	62	1
MIR520C	88	1
MIR520D	88	1
MIR520E	88	1
MIR520F	88	1
MIR520G	91	1
MIR520H	89	1
MIR521-1	88	1
MIR521-2	88	1
MIR522	88	1
MIR523	88	1
MIR524	88	1
MIR525	86	1
MIR526A1	86	1
MIR526A2	66	1
MIR526B	84	1
MIR527	86	1
MIR532	92	1
MIR539	79	1
MIR541	85	1
MIR542	98	1
MIR543	79	1
MIR544A	92	1
MIR544B	79	1
MIR545	107	1
MIR548A1	98	1
MIR548A2	88	4
MIR548A3	86	3
MIR548AA1	47	3
MIR548AA2	88	4
MIR548AB	85	1
MIR548AC	60	2
MIR548AD	31	1
MIR548AE1	71	1
MIR548AE2	71	4
MIR548AG1	67	1
MIR548AG2	65	1
MIR548AH	77	1
MIR548AI	89	5
MIR548AJ1	73	1
MIR548AJ2	54	3
MIR548AK	58	1
MIR548AL	31	1
MIR548AM	75	1
MIR548AN	86	5
MIR548AO	25	2
MIR548AP	72	5
MIR548AQ	118	3
MIR548AR	58	1
MIR548AS	21	1
MIR548AT	59	1
MIR548AU	112	5
MIR548AV	29	1
MIR548AW	66	1
MIR548AX	47	2
MIR548AY	53	3
MIR548AZ	88	3
MIR548B	98	1
MIR548BA	57	1
MIR548BB	67	1
MIR548C	98	1
MIR548D1	47	3
MIR548D2	87	4
MIR548F1	86	4
MIR548F2	99	1
MIR548F3	181	8
MIR548F4	106	1
MIR548F5	78	5
MIR548G	88	5
MIR548H1	103	1
MIR548H2	81	4
MIR548H3	168	6
MIR548H4	76	4
MIR548H5	61	1
MIR548I1	150	1
MIR548I2	150	1
MIR548I3	150	1
MIR548I4	64	3
MIR548J	113	1
MIR548K	117	1
MIR548L	87	1
MIR548M	36	1
MIR548N	84	5
MIR548O	115	1
MIR548O2	65	2
MIR548P	85	1
MIR548Q	85	4
MIR548S	83	1
MIR548T	57	4
MIR548U	82	1
MIR548V	81	1
MIR548W	59	3
MIR548X	31	1
MIR548X2	101	1
MIR548Y	111	1
MIR548Z	98	1
MIR549A	97	1
MIR550A1	98	1
MIR550A2	98	1
MIR550A3	96	1
MIR550B1	98	1
MIR550B2	98	1
MIR551A	96	1
MIR551B	97	1
MIR552	97	1
MIR553	69	1
MIR554	97	1
MIR555	97	1
MIR556	96	1
MIR557	99	1
MIR5571	114	1
MIR5572	138	1
MIR5579	59	1
MIR558	95	1
MIR5580	59	1
MIR5581	61	1
MIR5582	69	1
MIR5583-1	60	1
MIR5583-2	60	1
MIR5584	61	1
MIR5585	60	1
MIR5586	23	1
MIR5587	54	1
MIR5588	64	1
MIR5589	61	1
MIR559	97	1
MIR5590	55	1
MIR5591	66	1
MIR561	98	1
MIR563	80	1
MIR564	95	1
MIR566	95	1
MIR567	99	1
MIR568	96	1
MIR5680	85	1
MIR5681A	76	1
MIR5681B	61	1
MIR5682	77	1
MIR5683	77	1
MIR5684	66	3
MIR5685	80	1
MIR5687	78	1
MIR5688	84	1
MIR5689	79	1
MIR569	97	1
MIR5690	74	1
MIR5691	69	1
MIR5692A1	70	1
MIR5692A2	60	1
MIR5692B	35	2
MIR5692C1	24	1
MIR5692C2	22	1
MIR5693	74	1
MIR5694	43	3
MIR5695	72	3
MIR5696	86	1
MIR5697	79	1
MIR5698	24	1
MIR5699	91	1
MIR570	98	1
MIR5700	72	1
MIR5701-1	83	1
MIR5701-2	83	1
MIR5701-3	83	1
MIR5702	85	1
MIR5703	57	1
MIR5704	78	1
MIR5705	90	1
MIR5706	81	1
MIR5707	82	1
MIR5708	86	1
MIR571	97	1
MIR572	96	1
MIR573	100	1
MIR5739	81	1
MIR574	97	1
MIR575	95	1
MIR577	97	1
MIR578	97	1
MIR5787	56	1
MIR579	99	1
MIR580	98	1
MIR581	97	1
MIR583	76	1
MIR585	95	1
MIR586	98	1
MIR587	97	1
MIR588	84	1
MIR589	100	1
MIR590	98	1
MIR591	96	1
MIR592	98	1
MIR593	101	1
MIR595	97	1
MIR596	78	1
MIR597	98	1
MIR598	98	1
MIR599	96	1
MIR600	99	1
MIR600HG	5985	1
MIR601	80	1
MIR602	99	1
MIR603	98	1
MIR604	95	1
MIR605	84	1
MIR606	97	1
MIR6068	61	1
MIR6069	80	1
MIR607	97	1
MIR6070	104	1
MIR6071	79	1
MIR6072	72	1
MIR6073	90	1
MIR6074	108	1
MIR6075	96	1
MIR6076	114	1
MIR6077	83	1
MIR6078	101	1
MIR6079	63	1
MIR608	101	1
MIR6080	67	1
MIR6081	98	1
MIR6082	110	1
MIR6083	107	1
MIR6084	111	1
MIR6085	111	1
MIR6086	56	1
MIR6087	50	1
MIR6088	52	1
MIR6089	65	1
MIR609	96	1
MIR6090	61	1
MIR610	97	1
MIR611	68	1
MIR612	101	1
MIR6124	86	1
MIR6125	97	1
MIR6126	90	1
MIR6127	110	1
MIR6128	110	1
MIR6129	110	1
MIR613	96	1
MIR6130	92	6
MIR6131	110	1
MIR6132	110	1
MIR6133	109	1
MIR6134	110	1
MIR614	91	1
MIR615	97	1
MIR616	96	1
MIR6165	85	1
MIR617	98	1
MIR618	99	1
MIR619	100	1
MIR620	96	1
MIR621	97	1
MIR622	97	1
MIR623	99	1
MIR624	98	1
MIR625	86	1
MIR626	95	1
MIR627	98	1
MIR628	96	1
MIR629	98	1
MIR630	98	1
MIR631	76	1
MIR632	95	1
MIR633	99	1
MIR634	98	1
MIR635	99	1
MIR636	100	1
MIR637	100	1
MIR638	101	1
MIR639	99	1
MIR640	97	1
MIR641	100	1
MIR642A	98	1
MIR642B	78	1
MIR643	95	1
MIR644A	95	1
MIR645	95	1
MIR646	95	1
MIR646HG	2048	5
MIR647	97	1
MIR648	95	1
MIR649	98	1
MIR6499	63	1
MIR650	97	1
MIR6500	87	1
MIR6501	68	1
MIR6502	77	1
MIR6503	30	1
MIR6504	62	1
MIR6505	72	1
MIR6506	67	1
MIR6507	71	1
MIR6508	61	1
MIR6509	85	1
MIR651	98	1
MIR6510	55	1
MIR6511A1	68	1
MIR6511A2	68	1
MIR6511A3	68	1
MIR6511A4	68	1
MIR6511B1	86	1
MIR6511B2	72	1
MIR6512	78	1
MIR6513	65	1
MIR6514	71	1
MIR6515	58	1
MIR6516	82	1
MIR652	99	1
MIR653	97	1
MIR654	82	1
MIR655	98	1
MIR656	79	1
MIR657	99	1
MIR658	101	1
MIR659	98	1
MIR660	98	1
MIR661	90	1
MIR662	96	1
MIR663A	94	1
MIR663AHG	1218	5
MIR663B	116	1
MIR664A	79	1
MIR664B	62	1
MIR665	73	1
MIR668	67	1
MIR670	99	1
MIR670HG	904	2
MIR671	119	1
MIR6715A	80	1
MIR6715B	78	1
MIR6716	81	1
MIR6717	74	1
MIR6718	81	1
MIR6719	88	1
MIR6720	99	1
MIR6721	88	1
MIR6722	79	1
MIR6723	90	1
MIR6724-1	93	1
MIR6724-2	93	1
MIR6724-3	93	1
MIR6724-4	93	1
MIR6726	62	1
MIR6727	66	1
MIR6728	90	1
MIR6729	66	1
MIR6730	90	2
MIR6731	73	1
MIR6732	61	1
MIR6733	62	1
MIR6734	69	1
MIR6735	74	1
MIR6736	60	1
MIR6737	71	1
MIR6738	65	1
MIR6739	76	1
MIR6740	114	1
MIR6741	64	1
MIR6742	63	1
MIR6743	72	1
MIR6744	67	1
MIR6745	128	1
MIR6746	64	1
MIR6747	62	1
MIR6748	72	1
MIR6749	70	1
MIR675	74	1
MIR6750	76	1
MIR6751	64	1
MIR6752	72	1
MIR6753	165	1
MIR6754	67	1
MIR6755	67	1
MIR6756	64	1
MIR6757	70	1
MIR6758	64	1
MIR6759	66	1
MIR676	68	1
MIR6760	69	1
MIR6761	73	1
MIR6762	87	1
MIR6763	66	1
MIR6764	62	1
MIR6765	88	1
MIR6766	73	1
MIR6767	67	1
MIR6768	73	1
MIR6769A	74	1
MIR6769B	63	1
MIR6770-1	61	1
MIR6770-2	61	1
MIR6770-3	61	1
MIR6771	61	1
MIR6772	65	1
MIR6773	75	1
MIR6774	71	1
MIR6775	70	1
MIR6776	60	1
MIR6777	67	1
MIR6778	74	1
MIR6779	65	1
MIR6780A	69	1
MIR6780B	80	1
MIR6781	65	1
MIR6782	70	1
MIR6783	65	1
MIR6784	68	1
MIR6785	82	1
MIR6786	114	1
MIR6787	62	1
MIR6788	67	1
MIR6789	99	1
MIR6790	64	1
MIR6791	68	1
MIR6792	68	1
MIR6793	64	1
MIR6794	69	1
MIR6795	69	1
MIR6796	63	1
MIR6797	73	1
MIR6798	68	1
MIR6799	70	1
MIR6800	83	1
MIR6801	80	1
MIR6802	66	1
MIR6803	66	1
MIR6804	69	1
MIR6805	63	1
MIR6806	65	1
MIR6807	93	1
MIR6808	60	1
MIR6809	117	1
MIR6810	71	1
MIR6811	59	1
MIR6812	65	1
MIR6813	57	1
MIR6814	71	1
MIR6815	62	1
MIR6816	67	1
MIR6817	67	1
MIR6818	66	1
MIR6819	62	1
MIR6820	63	1
MIR6821	75	1
MIR6822	62	1
MIR6823	62	1
MIR6824	64	1
MIR6825	67	1
MIR6826	99	1
MIR6827	60	1
MIR6828	61	1
MIR6829	68	1
MIR6830	71	1
MIR6831	82	1
MIR6832	73	1
MIR6833	62	1
MIR6834	82	1
MIR6835	65	1
MIR6836	64	1
MIR6837	65	1
MIR6838	57	1
MIR6839	114	1
MIR6840	72	1
MIR6841	73	1
MIR6842	66	1
MIR6843	152	1
MIR6844	63	1
MIR6845	62	1
MIR6846	61	1
MIR6847	70	1
MIR6848	71	1
MIR6849	70	1
MIR6850	62	1
MIR6851	68	1
MIR6852	67	1
MIR6853	75	1
MIR6854	70	1
MIR6855	68	1
MIR6856	68	1
MIR6857	94	1
MIR6858	68	1
MIR6859-1	69	1
MIR6859-2	69	1
MIR6859-3	69	1
MIR6859-4	69	1
MIR6860	67	1
MIR6861	65	1
MIR6862-1	71	1
MIR6862-2	71	1
MIR6863	91	1
MIR6864	71	1
MIR6865	66	1
MIR6866	70	1
MIR6867	68	1
MIR6868	59	1
MIR6869	63	1
MIR6870	61	1
MIR6871	57	1
MIR6872	63	1
MIR6873	64	1
MIR6874	72	1
MIR6875	73	1
MIR6876	74	1
MIR6877	65	1
MIR6878	67	1
MIR6879	67	1
MIR6880	63	1
MIR6881	77	1
MIR6882	67	1
MIR6883	79	1
MIR6884	79	1
MIR6885	67	1
MIR6886	62	1
MIR6887	66	1
MIR6888	68	1
MIR6889	60	1
MIR6890	62	1
MIR6891	333	6
MIR6892	116	1
MIR6893	70	1
MIR6894	58	1
MIR6895	79	1
MIR7-1	111	1
MIR7-2	111	1
MIR7-3	111	1
MIR7-3HG	771	3
MIR708	89	1
MIR7106	66	1
MIR7107	81	1
MIR7108	88	1
MIR7109	66	1
MIR711	77	1
MIR7110	87	1
MIR7111	73	1
MIR7112	66	1
MIR7113	60	1
MIR7114	62	1
MIR7150	95	1
MIR7151	61	1
MIR7152	55	1
MIR7153	58	1
MIR7154	74	1
MIR7155	57	1
MIR7156	61	1
MIR7157	61	1
MIR7158	72	1
MIR7159	67	1
MIR7160	53	1
MIR7161	85	1
MIR7162	70	1
MIR718	71	1
MIR744	99	1
MIR7515	68	1
MIR7515HG	691	2
MIR758	89	1
MIR759	92	1
MIR760	81	1
MIR761	60	1
MIR762	84	1
MIR762HG	1696	5
MIR764	86	1
MIR7641-1	62	1
MIR7641-2	162	3
MIR765	115	1
MIR766	112	1
MIR767	110	1
MIR769	119	1
MIR770	99	1
MIR7702	60	1
MIR7703	78	1
MIR7704	60	1
MIR7705	58	1
MIR7706	68	1
MIR7843	80	1
MIR7844	123	1
MIR7845	100	1
MIR7846	97	1
MIR7847	104	1
MIR7848	102	1
MIR7849	107	1
MIR7850	80	1
MIR7851	161	1
MIR7852	83	1
MIR7853	91	6
MIR7854	66	1
MIR7855	62	1
MIR7856	57	1
MIR7973-1	77	1
MIR7973-2	77	1
MIR7974	80	1
MIR7975	69	1
MIR7976	67	1
MIR7977	50	1
MIR7978	60	1
MIR802	95	1
MIR8052	70	1
MIR8053	74	1
MIR8054	87	1
MIR8055	98	1
MIR8056	83	1
MIR8057	70	1
MIR8058	90	1
MIR8059	82	1
MIR8060	77	1
MIR8061	76	1
MIR8062	86	1
MIR8063	82	1
MIR8064	91	1
MIR8065	101	1
MIR8066	79	1
MIR8067	78	1
MIR8068	69	1
MIR8069-1	87	1
MIR8069-2	87	1
MIR8070	89	1
MIR8071-1	66	1
MIR8071-2	66	1
MIR8072	81	1
MIR8073	73	1
MIR8074	82	1
MIR8075	81	1
MIR8076	84	1
MIR8077	76	1
MIR8078	85	1
MIR8079	73	1
MIR8080	90	1
MIR8081	96	1
MIR8082	82	1
MIR8083	90	1
MIR8084	90	1
MIR8085	66	1
MIR8086	94	1
MIR8087	79	1
MIR8088	87	1
MIR8089	83	1
MIR8485	92	1
MIR873	78	1
MIR874	79	1
MIR875	77	1
MIR876	82	1
MIR877	87	1
MIR885	75	1
MIR887	80	1
MIR888	78	1
MIR889	80	1
MIR890	78	1
MIR891A	80	1
MIR891B	80	1
MIR892A	76	1
MIR892B	78	1
MIR892C	78	1
MIR9-1	90	1
MIR9-2	88	1
MIR9-3	91	1
MIR920	76	1
MIR921	57	1
MIR922	82	1
MIR924	54	1
MIR92A1	79	1
MIR92A2	76	1
MIR92B	97	1
MIR93	81	1
MIR933	78	1
MIR934	84	1
MIR935	92	1
MIR936	99	1
MIR937	87	1
MIR938	84	1
MIR939	83	1
MIR940	95	1
MIR941-1	147	3
MIR941-2	73	1
MIR941-3	73	1
MIR941-4	73	1
MIR941-5	73	1
MIR942	87	1
MIR943	95	1
MIR944	89	1
MIR95	82	1
MIR9500	66	1
MIR96	78	1
MIR98	120	1
MIR99A	82	1
MIR99AHG	3812	10
MIR99B	71	1
MIRLET7A1	81	1
MIRLET7A2	73	1
MIRLET7A3	75	1
MIRLET7B	84	1
MIRLET7BHG	8889	7
MIRLET7C	85	1
MIRLET7D	88	1
MIRLET7DHG	1353	4
MIRLET7E	80	1
MIRLET7F1	88	1
MIRLET7F2	84	1
MIRLET7G	85	1
MIRLET7I	85	1
MIS12	2898	5
MIS18A	1576	5
MIS18BP1	4705	16
MISP	2856	5
MITD1	917	7
MITF	6229	17
MIXL1	3582	3
MKI67	12510	15
MKKS	3209	7
MKL1	4838	17
MKL2	9470	17
MKLN1	11437	20
MKLN1-AS	2052	6
MKNK1	2995	16
MKNK1-AS1	2453	8
MKNK2	4159	15
MKRN1	4008	11
MKRN2	2854	8
MKRN2OS	1088	4
MKRN3	2714	1
MKRN7P	1634	1
MKRN9P	1827	1
MKS1	2390	17
MKX	3914	8
MKX-AS1	778	2
MLANA	1529	5
MLC1	4084	12
MLEC	6502	6
MLF1	2833	11
MLF2	1933	10
MLH1	2914	21
MLH3	7909	13
MLIP	6460	15
MLIP-IT1	647	4
MLK7-AS1	2545	8
MLKL	2599	12
MLLT1	4444	11
MLLT10	6237	27
MLLT10P1	556	1
MLLT11	2160	2
MLLT3	6926	11
MLLT4	10903	37
MLLT4-AS1	2313	2
MLLT6	7520	20
MLN	822	7
MLNR	1241	2
MLPH	4349	19
MLST8	2272	12
MLX	2469	7
MLXIP	8224	15
MLXIPL	3482	19
MLYCD	2200	5
MMAA	5950	7
MMAB	4235	10
MMACHC	2854	4
MMADHC	1445	8
MMD	2730	7
MMD2	3099	12
MME	5818	23
MMEL1	2762	22
MMGT1	3652	4
MMP1	2408	12
MMP10	1769	10
MMP11	2269	8
MMP12	1886	10
MMP13	2579	9
MMP14	3604	10
MMP15	4447	10
MMP16	6345	10
MMP17	2159	9
MMP19	3634	11
MMP2	3654	14
MMP20	1966	10
MMP21	1921	7
MMP23A	912	6
MMP23B	1248	8
MMP24	4342	9
MMP24-AS1	1864	3
MMP25	3561	10
MMP25-AS1	2344	5
MMP26	997	6
MMP27	1657	10
MMP28	4189	13
MMP3	1838	10
MMP7	1125	6
MMP8	3247	12
MMP9	2174	12
MMRN1	4977	8
MMRN2	4186	7
MMS19	3714	31
MMS22L	8668	25
MN1	7558	2
MNAT1	1391	8
MND1	1116	10
MNDA	1674	7
MNS1	2033	10
MNT	4848	6
MNX1	2618	4
MNX1-AS1	989	2
MOAP1	2420	3
MOB1A	1335	6
MOB1B	8676	8
MOB2	1922	6
MOB3A	3336	5
MOB3B	6529	4
MOB3C	2990	5
MOB4	3957	10
MOBP	9999	10
MOCOS	2742	15
MOCS1	4559	12
MOCS2	4250	8
MOCS3	3050	1
MOG	9603	14
MOGAT1	1102	6
MOGAT2	1011	6
MOGAT3	1415	7
MOGS	3090	6
MOK	3827	16
MON1A	2236	6
MON1B	3338	6
MON2	10610	37
MORC1	3633	26
MORC2	5650	29
MORC2-AS1	2135	2
MORC3	4114	16
MORC4	3834	16
MORF4L1	2283	14
MORF4L2	2436	8
MORF4L2-AS1	2873	3
MORN1	6283	16
MORN2	746	5
MORN3	1164	6
MORN4	2580	6
MORN5	600	4
MOS	1042	1
MOSPD1	2447	6
MOSPD2	3294	15
MOSPD3	1875	9
MOV10	5087	25
MOV10L1	4245	28
MOXD1	3060	12
MOXD2P	1514	11
MPC1	1531	7
MPC1L	575	1
MPC2	2762	8
MPDU1	1754	8
MPDZ	6738	40
MPEG1	4513	1
MPG	1402	6
MPHOSPH10	2496	11
MPHOSPH6	1106	5
MPHOSPH8	4126	13
MPHOSPH9	4374	25
MPI	3070	8
MPL	3657	12
MPLKIP	943	2
MPND	1670	13
MPO	3227	12
MPP1	2360	14
MPP2	6041	18
MPP3	2773	19
MPP4	2398	21
MPP5	5760	14
MPP6	7990	12
MPP7	5143	18
MPPE1	3339	14
MPPED1	2515	7
MPPED2	7466	9
MPRIP	10886	23
MPST	1663	5
MPV17	1015	8
MPV17L	2313	4
MPV17L2	1363	5
MPZ	1961	6
MPZL1	5016	6
MPZL2	3269	7
MPZL3	4124	7
MR1	7849	8
MRAP	1837	7
MRAP2	2217	4
MRAS	5135	9
MRC1	4897	27
MRC2	5878	29
MRE11A	5265	20
MREG	3218	5
MRFAP1	4333	6
MRFAP1L1	1593	2
MRGBP	1641	5
MRGPRD	967	1
MRGPRE	1298	2
MRGPRF	2391	4
MRGPRF-AS1	1574	6
MRGPRG	871	1
MRGPRG-AS1	1792	2
MRGPRX1	1191	1
MRGPRX2	2412	4
MRGPRX3	1642	3
MRGPRX4	1445	1
MRI1	3397	8
MRLN	553	4
MRM1	1838	5
MRO	5343	9
MROH1	5207	40
MROH2A	4645	36
MROH2B	4802	38
MROH5	4307	30
MROH6	3264	14
MROH7	4870	27
MROH7-TTC4	7014	39
MROH8	3565	23
MROH9	3540	21
MRPL1	1255	8
MRPL10	2085	7
MRPL11	1905	8
MRPL12	1020	5
MRPL13	1117	7
MRPL14	777	3
MRPL15	1754	5
MRPL16	1186	4
MRPL17	2369	3
MRPL18	981	4
MRPL19	7833	6
MRPL2	1334	7
MRPL20	737	4
MRPL21	775	8
MRPL22	3113	6
MRPL23	747	5
MRPL23-AS1	1908	4
MRPL24	1013	7
MRPL27	707	4
MRPL28	1146	6
MRPL3	1695	9
MRPL30	7132	8
MRPL32	895	3
MRPL33	522	4
MRPL34	970	2
MRPL35	4380	6
MRPL36	616	2
MRPL37	1490	7
MRPL38	1584	9
MRPL39	1182	11
MRPL4	3133	12
MRPL40	778	4
MRPL41	606	2
MRPL42	3275	8
MRPL42P5	668	1
MRPL43	3672	10
MRPL44	1752	4
MRPL45	1713	8
MRPL45P2	1402	6
MRPL46	1004	4
MRPL47	1187	7
MRPL48	988	8
MRPL49	2264	5
MRPL50	1023	2
MRPL51	680	3
MRPL52	1494	8
MRPL53	658	3
MRPL54	626	3
MRPL55	1051	9
MRPL57	2657	2
MRPL9	1853	8
MRPS10	2147	7
MRPS11	1507	6
MRPS12	1659	5
MRPS14	2333	4
MRPS15	973	8
MRPS16	2637	3
MRPS17	588	3
MRPS18A	1195	6
MRPS18B	1541	7
MRPS18C	1107	6
MRPS2	2464	8
MRPS21	1717	4
MRPS22	1130	8
MRPS23	1497	5
MRPS24	700	4
MRPS25	4570	4
MRPS26	1043	4
MRPS27	2913	13
MRPS28	710	3
MRPS30	1677	5
MRPS31	1346	7
MRPS31P5	4067	12
MRPS33	821	4
MRPS34	1647	4
MRPS35	1905	8
MRPS36	1333	4
MRPS5	1673	12
MRPS6	993	3
MRPS7	1420	5
MRPS9	1469	11
MRRF	2006	7
MRS2	4860	15
MRS2P2	2691	1
MRTO4	2281	8
MRVI1	6934	25
MRVI1-AS1	1110	6
MS4A1	3778	9
MS4A10	2304	8
MS4A12	1172	7
MS4A13	932	7
MS4A14	3579	7
MS4A15	2378	9
MS4A18	2106	6
MS4A2	3655	7
MS4A3	1662	7
MS4A4A	1803	8
MS4A5	727	5
MS4A6A	3084	12
MS4A6E	664	4
MS4A7	3148	8
MS4A8	1361	7
MSANTD1	1673	3
MSANTD2	2487	5
MSANTD3	2176	6
MSANTD3-TMEFF1	2444	10
MSANTD4	4090	3
MSC	2060	2
MSC-AS1	4988	5
MSGN1	583	1
MSH2	3379	18
MSH3	4353	23
MSH4	3297	20
MSH5	3301	28
MSH5-SAPCD1	4498	29
MSH6	7422	13
MSI1	2990	15
MSI2	3116	16
MSL1	3605	9
MSL2	4773	3
MSL3	5240	15
MSL3P1	1992	2
MSLN	2455	21
MSMB	392	3
MSMO1	2234	6
MSMP	680	3
MSN	3898	12
MSR1	5419	10
MSRA	2110	8
MSRB1	1371	4
MSRB2	1816	5
MSRB3	4675	9
MSS51	2430	7
MST1	2089	16
MST1L	4561	14
MST1P2	2502	13
MST1R	4319	17
MSTN	2822	3
MSTO1	4428	21
MSTO2P	3327	16
MSX1	1939	2
MSX2	2210	2
MSX2P1	2162	1
MT1A	399	3
MT1B	383	3
MT1DP	506	3
MT1E	509	3
MT1F	553	4
MT1G	475	4
MT1H	400	3
MT1HL1	317	1
MT1IP	508	5
MT1JP	411	3
MT1L	429	3
MT1M	443	3
MT1X	407	3
MT2A	422	3
MT3	585	3
MT4	297	3
MTA1	2814	21
MTA2	2968	17
MTA3	7091	22
MTAP	4929	8
MTBP	2871	20
MTCH1	2575	14
MTCH2	2641	13
MTCL1	6109	17
MTCP1	2325	5
MTDH	7679	12
MTERF1	2116	4
MTERF2	1895	4
MTERF3	1541	9
MTERF4	5447	8
MTF1	7983	11
MTF2	4167	16
MTFMT	2755	9
MTFP1	1282	4
MTFR1	3238	9
MTFR1L	2515	9
MTFR2	1850	9
MTG1	1625	11
MTG2	2943	7
MTHFD1	2876	23
MTHFD1L	3096	25
MTHFD2	2294	9
MTHFD2L	2367	8
MTHFD2P1	2600	5
MTHFR	7162	12
MTHFS	2673	5
MTHFSD	3385	12
MTIF2	2905	17
MTIF3	1288	8
MTL5	5203	11
MTM1	3377	14
MTMR1	5405	19
MTMR10	4977	16
MTMR11	3551	21
MTMR12	5201	16
MTMR14	2472	18
MTMR2	4880	18
MTMR3	9040	21
MTMR4	5848	19
MTMR6	5228	14
MTMR7	5301	14
MTMR8	2545	13
MTMR9	7415	10
MTMR9LP	2331	7
MTNR1A	1107	2
MTNR1B	1664	2
MTO1	3133	14
MTOR	7457	47
MTOR-AS1	710	4
MTPAP	5403	8
MTPN	3888	4
MTR	10073	28
MTRF1	2184	10
MTRF1L	4383	10
MTRNR2L1	1556	1
MTRNR2L10	1122	1
MTRNR2L2	1037	1
MTRNR2L3	1384	1
MTRNR2L4	1232	1
MTRNR2L5	1739	1
MTRNR2L6	1396	1
MTRNR2L7	1495	1
MTRNR2L8	1291	1
MTRNR2L9	528	1
MTRR	3090	14
MTSS1	5190	16
MTSS1L	4916	14
MTTP	4005	18
MTURN	5817	3
MTUS1	7583	18
MTUS2	7111	14
MTUS2-AS1	1117	3
MTVR2	813	1
MTX1	1656	8
MTX2	1525	10
MTX3	7865	8
MUC1	2905	18
MUC12	16333	12
MUC13	2888	12
MUC15	3397	5
MUC16	38093	22
MUC17	14363	13
MUC19	18463	57
MUC2	8119	45
MUC20	5003	10
MUC21	6122	12
MUC22	10764	8
MUC3A	5850	13
MUC4	16648	24
MUC5AC	5657	32
MUC5B	17410	44
MUC6	7757	30
MUC7	2857	6
MUCL1	493	4
MUL1	2462	4
MUM1	4157	14
MUM1L1	4314	5
MURC	3098	2
MUS81	2329	15
MUSK	2978	16
MUSTN1	732	3
MUT	3782	12
MUTYH	2969	23
MVB12A	1774	11
MVB12B	6770	10
MVD	1867	10
MVK	2172	12
MVP	3121	17
MX1	3680	20
MX2	2975	14
MXD1	10468	7
MXD3	3168	7
MXD4	3779	6
MXI1	3843	8
MXRA5	9799	7
MXRA7	6330	8
MXRA8	3945	15
MYADM	4797	12
MYADML	2158	1
MYADML2	2455	3
MYB	5309	19
MYBBP1A	4800	25
MYBL1	5334	16
MYBL2	2791	14
MYBPC1	3695	30
MYBPC2	3324	26
MYBPC3	3918	31
MYBPH	1817	11
MYBPHL	1509	10
MYC	2369	3
MYCBP	2691	6
MYCBP2	13152	70
MYCBP2-AS1	521	4
MYCBPAP	2858	16
MYCL	6174	5
MYCN	3348	4
MYCNOS	1913	5
MYCNUT	1043	3
MYCT1	3045	2
MYD88	3060	6
MYDGF	1057	6
MYEF2	6802	17
MYEOV	6611	7
MYEOV2	1139	7
MYF5	1523	3
MYF6	1340	3
MYH1	5768	38
MYH10	6633	37
MYH11	5785	36
MYH13	5741	39
MYH14	5655	35
MYH15	6549	38
MYH16	2283	16
MYH2	5834	38
MYH3	5787	39
MYH4	5519	37
MYH6	5980	39
MYH7	5975	39
MYH7B	6337	43
MYH8	5786	38
MYH9	6395	34
MYHAS	3740	9
MYL1	1160	9
MYL10	1017	8
MYL12A	1539	7
MYL12B	1222	6
MYL2	836	7
MYL3	936	7
MYL4	1127	9
MYL5	559	6
MYL6	671	6
MYL6B	1293	9
MYL7	604	7
MYL9	1201	4
